direction,name,normal_speed,geometry,rainy_speed,speed_diff_percent
从珞喻东路到左岭路,老武黄路,50.0,"LINESTRING (114.50609989313945 30.521537452038377, 114.5062072911165 30.521558761542, 114.50655156628368 30.521622654339044, 114.5069349868822 30.521667666893393, 114.50723309133731 30.521687535637962, 114.50750911376329 30.521696042333637, 114.5126389220768 30.52168042667588, 114.51272322635681 30.521693964052268, 114.51619970219286 30.52168663523594, 114.51676671550791 30.521661533839605, 114.51721028835107 30.521609390696185, 114.51773113216306 30.521517471622378, 114.5183362717733 30.521349405205484, 114.51910197378713 30.521054114761608, 114.52253893090207 30.5196467122045, 114.52302960972813 30.519484078363558, 114.52355740513208 30.519346230257373, 114.52413134455588 30.519246686173787, 114.52538654628049 30.519116534924713, 114.5298039452799 30.518811363086414, 114.53121942821178 30.51871001763303, 114.53232186934324 30.518676533296173, 114.53428087514031 30.518677453841374, 114.5369056980039 30.51876747090751, 114.54061630408918 30.518976021399062, 114.54172536967107 30.519022204118947, 114.54234506420036 30.519006430210993, 114.55147011964453 30.51865049972183, 114.55203643233064 30.518571429694667, 114.55263981661736 30.518461921174097, 114.55320610686633 30.51827985722008, 114.55359599035097 30.51810697793497, 114.55726596868045 30.51626532829106, 114.55766378806949 30.51614198167717, 114.55785517726079 30.5161098852706, 114.55798443791618 30.5161024850432, 114.55812271454369 30.516110293125017, 114.5582369417704 30.51612376225077, 114.55835918351266 30.51614683996617, 114.55848943979069 30.516177526766757, 114.55857360246357 30.516227237847446, 114.55866477642799 30.516303650868, 114.5587569499013 30.516404857357347, 114.55906251025462 30.516882063866014, 114.55913865253085 30.516960352201597, 114.55919976682206 30.517019524060103, 114.55926889778874 30.517063412300665, 114.55936007161375 30.51710363384808, 114.5594292031321 30.517134225748613, 114.55950534828916 30.517161028879286, 114.55958950925297 30.517180245813286, 114.55968168577348 30.51719367590769, 114.55976584725782 30.517197696936805, 114.55984199335091 30.517197807278635, 114.559926154809 30.51719403016287, 114.56003336033957 30.517184687670092, 114.56272334564929 30.51674794388826)",45.0,-9.090909090909092
从武黄立交到佛祖岭一路出入口,关豹高速,30.0,"LINESTRING (114.4500406111956 30.47223953004428, 114.45049997312711 30.472293939127535, 114.4525130335565 30.472498750466496, 114.45442592664182 30.47265376583034, 114.45617843481931 30.4727781129647, 114.45791599743971 30.47285862457103, 114.45962255444829 30.472906751764942, 114.46136030332877 30.472937841639588)",20.0,-28.57142857142857
从三环线到武黄立交,关豹高速,75.0,"LINESTRING (114.43711975505876 30.469771120688662, 114.43797684787768 30.469997578239308, 114.43902445093528 30.470253103980397, 114.44034780778473 30.470558774819256, 114.44162512140613 30.470812936612095, 114.44424913828563 30.471351973037514, 114.44524387337752 30.471527554952548, 114.44642216605509 30.47170735531677, 114.44790638976538 30.47193734659973, 114.44927636313625 30.472140568830742, 114.4500406111956 30.47223953004428)",70.0,-6.25
从老武黄立交到武黄立交,三环线,45.0,"LINESTRING (114.4493644802406 30.50862371566396, 114.44944072081509 30.508437039692442, 114.4497476883892 30.50772263209977, 114.4501990962143 30.5069189750703, 114.45066554835465 30.506208829788083, 114.4510026029406 30.505690941941626, 114.45136173603186 30.505081534765115, 114.45162959154767 30.504540703404988, 114.45184428342658 30.50405683590474, 114.45208205430735 30.503489147270255, 114.45238003261983 30.50266797330716, 114.45260178420165 30.50180663767397, 114.45268608351266 30.50132637347933, 114.45278544021583 30.500718281612723, 114.45285471381483 30.500007250338456, 114.45286986545412 30.49878504294596, 114.45274758375692 30.497701676267, 114.45261023680911 30.496847107849906, 114.45228134967584 30.49548684565177, 114.45198251247551 30.494650902839183, 114.45179199806546 30.493912580643563, 114.45158545816268 30.492922494733, 114.45152430818366 30.492518071568426, 114.45143209478566 30.49176277800724, 114.45135593779834 30.490917945932, 114.4513560401755 30.489731882450275, 114.45139427638982 30.48832666562539, 114.45154682512418 30.48730109967594, 114.45193816957492 30.485448608218245, 114.45223616457713 30.48441387745273, 114.45225122027573 30.48429944371931, 114.45235861070657 30.483565593417495, 114.45238174850837 30.48278386260401, 114.45233566060168 30.48217162561795, 114.45220633384294 30.481389544219578, 114.45211408416081 30.481028932028785, 114.45200678249957 30.48074456470698, 114.45163171504821 30.47993903061917, 114.45089759757757 30.47885816589684, 114.44997192545914 30.47784167445504, 114.44906129214371 30.47725042812183, 114.44808149115993 30.476638165646964, 114.44743164793857 30.476295364726454, 114.44647496761114 30.4757460877216, 114.44604678394617 30.475447771917132, 114.44542709198382 30.47491822869477, 114.44524359913477 30.474700509055197, 114.44501398845797 30.474379723635796, 114.44485356593493 30.474121964400375, 114.44473125022837 30.47385858517673, 114.44467710556395 30.473801190180474, 114.44462396459646 30.47373439983688, 114.44453974578839 30.473577870382844, 114.444325195092 30.47311595845709, 114.44415677231369 30.472657939985925, 114.44408059188265 30.472329873557236, 114.44403448722896 30.47207994704125, 114.44398136181829 30.47184910135576, 114.44396634031207 30.471622231273567, 114.44394330959979 30.47124838394253, 114.44398146980296 30.470600131983755, 114.44407376901559 30.470058760554455, 114.44426435084499 30.469370826197952, 114.44434859723376 30.469197442196734, 114.44447095803132 30.4689173637266, 114.44458629610605 30.468683059440565, 114.4454738766439 30.467329132138442)",35.0,-20.0
从关葛道路到光谷七路南口,光谷七路,40.0,"LINESTRING (114.52874185899701 30.491049756439928, 114.52874190664684 30.490479618389447, 114.52874193294026 30.49016500761682, 114.52874201835196 30.48914299679012, 114.52872706346774 30.488023674129806, 114.52872707064414 30.487937798284708, 114.52872712848045 30.48724569268967, 114.52872718456925 30.486574480769708, 114.52871918503162 30.48625984841704, 114.52871935551784 30.484219516740833, 114.52871237529303 30.48371233955137, 114.52871940889378 30.483580693828955, 114.52871944537074 30.483144114619233, 114.52871946576818 30.482899982081683, 114.52871951260133 30.482339436755538, 114.52871969294151 30.480180829467535, 114.52871274982542 30.479229371429412, 114.52871282405255 30.478340813221344, 114.52870504048835 30.4754404766229, 114.52869088442114 30.464754454048823)",40.0,0.0
从生物园路南口到关葛道路,生物园路,40.0,"LINESTRING (114.53771298416802 30.471467349939157, 114.53779720045277 30.47180505200394, 114.53790345257697 30.472476515130573, 114.53794954324488 30.472991482748693, 114.5380337202053 30.473792460009477, 114.53806474242104 30.474604913040817, 114.5380647013112 30.475098780587967, 114.53803352909176 30.47608834406236, 114.53798735459992 30.476582106387845, 114.53788098407186 30.47733696124288, 114.53771945116056 30.478114583551566, 114.53760507207905 30.478678769943453, 114.53751277830928 30.47898367658565, 114.53744455592663 30.479269543032157, 114.53706134394105 30.480387960296607, 114.53630392546387 30.482678183417548, 114.53608923534628 30.483335503236614, 114.53595981754421 30.48374328912242, 114.53586750896548 30.484156859318176, 114.53574510018572 30.484694324349043, 114.5356838905078 30.48502398962642, 114.53560761897704 30.48555586309882, 114.53554640166863 30.485973303325736, 114.5354229506007 30.486964536753685, 114.53539281439673 30.487519410470885, 114.53536971696501 30.48786066042393, 114.53541573600471 30.48928706668541, 114.5354226528673 30.490536029462124, 114.53543869589976 30.49059515033495, 114.53549986052614 30.49081273202898, 114.53552994193693 30.490913773842383)",40.0,0.0
从关葛道路到生物园路南口,生物园路,35.0,"LINESTRING (114.5351939380693 30.490899688757143, 114.5352471043348 30.490815937624483, 114.53531632346117 30.49067304090915, 114.5353393964641 30.490625408633694, 114.53535444592208 30.49057205911781, 114.53536147025649 30.490532086952527, 114.53535455306364 30.489286923084393, 114.53531655523594 30.487892926480093, 114.53531658670515 30.48751543255347, 114.53534670535217 30.487172199569127, 114.53539288814889 30.48663465852729, 114.53547719538058 30.48596934222016, 114.53553038889851 30.485551883325115, 114.53562270865311 30.485018148113305, 114.5356758948908 30.484684565272453, 114.53579830397678 30.484147200469543, 114.53593675778892 30.483638364425204, 114.536036078846 30.48332208325397, 114.53704631244433 30.480237266988922, 114.5373984256316 30.479219851186297, 114.53747467324582 30.478913008852516, 114.5375509142849 30.478682445494716, 114.53761211995489 30.478348875616792, 114.53781880470524 30.477327322654293, 114.53792617791734 30.476578168740314, 114.53796432930949 30.47608438831991, 114.53800351942053 30.47515962569436, 114.53800354719954 30.474825915240626, 114.53799554240837 30.47460475634384, 114.53795749947706 30.473796186289306, 114.53788836584631 30.47299514298882, 114.53784227475451 30.472483974272183, 114.5377279989422 30.47181439219409, 114.53765180542544 30.471480507206106)",30.0,-12.5
从珞喻东路到南湖大道,光谷一路,20.0,"LINESTRING (114.43605376562058 30.509152439272988, 114.43619110868639 30.509002120164308, 114.43739218864691 30.50717366177922, 114.43788949131651 30.50631270219812, 114.43818827358805 30.505859372510542, 114.43907563041445 30.504387119865754, 114.43964916577126 30.503503437929, 114.44039818416113 30.502438850492087, 114.44052152637101 30.50217596030491, 114.44064387735779 30.501789105328335, 114.44090362224992 30.500994531310184, 114.4409497652407 30.500733395754477, 114.44096482961699 30.500443609529093, 114.44094981216071 30.50019185488732, 114.44090370766345 30.50000872103087, 114.44055988227088 30.49920910461793, 114.44042956416955 30.498981925609407, 114.44030726403369 30.49879485052144, 114.44006967827487 30.49848359668777, 114.4380818166045 30.49651593254174, 114.4374011852826 30.49591029785099, 114.43560399540063 30.49408051756244, 114.43532135465618 30.49373294025521, 114.43517602681823 30.49355154821148, 114.43486934808477 30.493053378654732, 114.43474708840921 30.492742364466487, 114.43470199559232 30.492595431689047, 114.43465590283175 30.49242190491382, 114.43447952398763 30.49204402136916, 114.43442641570117 30.491866584472383, 114.43425805346413 30.491532702959482, 114.43421997211676 30.491452463390324, 114.43340926197222 30.489674053241902, 114.4332409295328 30.4890864496447, 114.43287417617134 30.488193517788716, 114.43139962461514 30.47981075151968, 114.43134557591792 30.47900788821603, 114.4313456063647 30.478657083736714)",15.0,-20.0
从高新六路到珞喻东路,光谷一路,35.0,"LINESTRING (114.43781091037442 30.44134652205444, 114.43781892329761 30.441426617485938, 114.4377808042839 30.441712582344067, 114.43776474316027 30.441960495368285, 114.43765743738496 30.442431293670808, 114.43732152325616 30.443443260358336, 114.43710694933243 30.4440035503166, 114.43691544100777 30.444478002463654, 114.43644118506329 30.44569948749676, 114.43641110402848 30.445796712296783, 114.43595189954551 30.4469610446229, 114.43343544140237 30.453617551151947, 114.43323694499 30.45413210576092, 114.43311462668603 30.454602893836974, 114.43297626503625 30.455163334531388, 114.43270154521923 30.45632611002151, 114.43257120298748 30.456899861358362, 114.43247193068913 30.45747746077229, 114.4324488749942 30.457525112688675, 114.43241778817747 30.45772531374151, 114.43221925268703 30.45879663412547, 114.43212699871611 30.459360948145076, 114.43198956978488 30.460794671567317, 114.43167566744977 30.46321207029497, 114.43141591230835 30.465349322275767, 114.43133161687948 30.46663246111286, 114.43133147494781 30.468268534124377, 114.43135444558573 30.469187728122186, 114.43138434904293 30.471058380712922, 114.43136212080947 30.47313299614881, 114.43133094832807 30.47433802688213, 114.43144479584868 30.478975648115824, 114.43146781474687 30.479339883986, 114.43149082506218 30.47980329265138, 114.43296638592153 30.488176468800095, 114.43333314198188 30.489056105805147, 114.4336618449661 30.489611577741925, 114.43390635216272 30.490243095171465, 114.43438837078294 30.491363165271924, 114.43442645077178 30.491462399695788, 114.43454870289305 30.49184009368651, 114.4345867763745 30.492017505997904, 114.43470902904242 30.492399099453753, 114.434770158279 30.49255935508675, 114.43489242502865 30.492790292366017, 114.43506881161791 30.49311669330612, 114.43522916650743 30.49338768434946, 114.43535945675517 30.49359574375407, 114.43548173169754 30.49376950010079, 114.43567216498559 30.493996657206498, 114.43647602196918 30.494837091908344, 114.43746935563655 30.49587992701008, 114.43813495201569 30.49647983821872, 114.44010878173987 30.498451279156214, 114.4403604036892 30.498768258038123, 114.44048270377064 30.498959132266204, 114.44061302216431 30.49918631154137, 114.44096486761498 30.500005038299786, 114.44101798958441 30.500199582267296, 114.44101796793957 30.500449408889708, 114.44100290369472 30.500737295642104, 114.44096478072186 30.501007943550213, 114.44070503515469 30.50180261693072, 114.44057466270944 30.50219325537111, 114.4404523224906 30.502459946068345, 114.4397022993231 30.503530228394283, 114.4391287626641 30.504413909141796, 114.438241403806 30.505886159929055, 114.43795064075742 30.50633950330579, 114.43743830008587 30.507196636268635, 114.4362221791702 30.509051758528948, 114.43610689086006 30.509179322128738, 114.43606177642523 30.50924972356406)",35.0,0.0
关山大道附近,光谷创业街,27.0,"LINESTRING (114.40700557684308 30.503705442966584, 114.40717274448642 30.503686425058962)",18.0,-28.125
从鲁磨路到喻家湖路,团山路,35.0,"LINESTRING (114.41193597754905 30.5391412745512, 114.4130514415626 30.538554850705637, 114.41441932436277 30.537814130662962, 114.41509128406669 30.537446691117665, 114.4161989123055 30.536877511515268, 114.41739173550097 30.53625318268618, 114.41778835880001 30.53603042429679, 114.41837729700684 30.535720186082894, 114.41876692855013 30.535499437407108, 114.41958427434278 30.53507689254289, 114.42003502779484 30.534877220894913, 114.42048678751203 30.534740338641047, 114.42086843287919 30.534674066834047, 114.42099064102264 30.534653205182114, 114.4211128492325 30.534640041662332, 114.42341390384324 30.534423323230072, 114.42362729302765 30.53440258380824, 114.42398695639812 30.53434013648185, 114.42420035502559 30.534279415464198, 114.42442979016178 30.534167132990518, 114.4245981134518 30.534056776536453, 114.42477445747124 30.53389684748091, 114.42493477893974 30.533666322775037, 114.42503398148338 30.533489104942635, 114.42514122724961 30.532995400906866, 114.42515627431641 30.532781889478628, 114.42515628311986 30.53268082242762, 114.42514126677389 30.53254164885186)",40.0,12.5
从喻家湖路到鲁磨路,团山路,35.0,"LINESTRING (114.42517132371879 30.532541686711873, 114.42518734248266 30.532675163427765, 114.42519434648183 30.53278193746586, 114.42517929905661 30.53299924762999, 114.4250650395048 30.53349674143914, 114.42496483442677 30.533679656020574, 114.42480451221978 30.533915978618396, 114.42462115450562 30.53407969752531, 114.4244458179802 30.534190045189195, 114.42421638233422 30.534306126256762, 114.42398695357598 30.534372525870314, 114.4236272907018 30.534429275061967, 114.4234209137154 30.53445572092193, 114.4211128469055 30.53466673290977, 114.42099063836439 30.534683695183414, 114.42086843055208 30.534700758080582, 114.42049379686142 30.53476713726048, 114.42005105182176 30.53490392875135, 114.41959929637727 30.53510369902334, 114.41878194998232 30.53552614336567, 114.41839231847854 30.535743093025793, 114.41780438103405 30.53605713052778, 114.41741376651228 30.536279894158103, 114.41622194345588 30.536904222667562, 114.41510630322993 30.53746769644885, 114.4144423537832 30.53783704121457, 114.41306645901517 30.538577754009758, 114.41194398513942 30.53916797109003)",40.0,12.5
滨湖路附近,藏龙大道,5.0,"LINESTRING (114.39572591730493 30.442932189064788, 114.39581797635913 30.44270523850435)",5.0,0.0
从光谷二路到光谷一路,高新六路,15.0,"LINESTRING (114.45352573116645 30.44238015198778, 114.45085462216386 30.442177583963254, 114.45017359497498 30.442128372792705, 114.44936220080666 30.442080889564107, 114.44701340996905 30.441925156173504, 114.44572076071557 30.441859462078042, 114.44546003029107 30.441872319607562, 114.44186526916195 30.441670578206924, 114.44180410882495 30.441653364029882, 114.43870613226447 30.44147780042029, 114.43781892329761 30.441426617485938, 114.43772669467668 30.44143225210741)",20.0,25.0
从光谷二路到光谷创业街,光谷大道,50.0,"LINESTRING (114.44939543806413 30.41717653350932, 114.4493192102121 30.41722025671472, 114.4488598407979 30.417493793232108, 114.44815575656165 30.417919475444496, 114.44735239724261 30.418451639971924, 114.44646481989865 30.419031439265293, 114.4425317734145 30.42157491000733, 114.44214973324527 30.421825910140306, 114.44006115573184 30.42317393748562, 114.43905152459477 30.423833728653037, 114.43794970321996 30.424550681188272, 114.43714668032761 30.42506984615136, 114.43628253654119 30.42560992626828, 114.43479090879256 30.426598986432737, 114.4334527405003 30.427468307451257, 114.4315102876724 30.428712386254933, 114.4305401267672 30.429355480136376, 114.4287502576395 30.43051222539147, 114.42602165228764 30.43225143631766, 114.42465297030556 30.4331745923197, 114.42396465337693 30.43366573875469, 114.423223268382 30.4341053547647, 114.42110645428934 30.435445456568523, 114.42011273781824 30.436096551998382, 114.41896681908536 30.436846716607857, 114.41859921394577 30.437126691318745, 114.41830873774308 30.437379952033687, 114.41809538993262 30.43757430325034, 114.4178810412023 30.437787651106554, 114.41765166838276 30.43804107767248, 114.41706371559773 30.43879566274911, 114.41686539522256 30.439083417203395, 114.41664303309594 30.43946652976722, 114.41642166430495 30.439971616744188, 114.41626139118031 30.440425370690452, 114.41602396089415 30.44142053198637, 114.41592475861631 30.442105085770923, 114.41581741787988 30.444255884643646, 114.41577929709511 30.445018670443638, 114.41574920855686 30.44554301962019, 114.41569506719736 30.44628099700691, 114.41566497381011 30.446862531886097, 114.41551140640644 30.450884027541925, 114.41549636191301 30.451150949666335, 114.41545827820869 30.45149413383159, 114.41544220430576 30.45208337582172, 114.41516727445007 30.458335792983505, 114.41502883063444 30.46121884953486, 114.4148762936396 30.46495996594449, 114.41483817706461 30.46569414519814, 114.4148300438395 30.467097573940336, 114.41477689234429 30.467995596819065, 114.41474581366737 30.46840746412454, 114.41474560867867 30.470762444524407, 114.41473820973886 30.475233947293525, 114.4147531492662 30.476166408334006, 114.41480615596032 30.476931144450436, 114.41491323127624 30.47777020362776, 114.41510437103743 30.47922336395206, 114.41527949940426 30.48056973985127, 114.41561574546593 30.4832090933468, 114.4159209415928 30.48597418331144, 114.41598988132776 30.487808628193168, 114.41608087124624 30.48943524769926, 114.41609687815091 30.489622108629984, 114.41617287283407 30.490949297821277, 114.41614979176404 30.49149652214392, 114.41615779906061 30.491546114937822, 114.41617281321189 30.491633802937848, 114.41631791478989 30.49289246947092, 114.4163559490584 30.49313653276859, 114.41637096252319 30.493233818011543, 114.41654715765634 30.493958564751665, 114.41660821697023 30.4943094178238, 114.4166692694873 30.49474044783999, 114.41674532198763 30.49542891688853, 114.41679135615048 30.495819844979827, 114.41682138093496 30.496046706183314, 114.41693646158095 30.497086008088306, 114.41701252506304 30.497660109727303, 114.41702052922292 30.497749690882937, 114.41705856948336 30.497940369745628, 114.41724971206956 30.4995975594356, 114.41728773415562 30.500001875677228, 114.4175239179208 30.50199660592329, 114.41755494067908 30.502276851854802)",50.0,0.0
从光谷大道立交到光谷二路,光谷大道,60.0,"LINESTRING (114.41476899961775 30.4666360450311, 114.41478410233142 30.465694101720963, 114.41480719804169 30.46495991029576, 114.41497575710966 30.461215007377266, 114.41501389001606 30.460295972055636, 114.41508310661524 30.458913478431857, 114.4154042037858 30.45147129444526, 114.4154352758279 30.45114709969625, 114.41545032111016 30.450870579877513, 114.41563398051662 30.446277046500732, 114.41569513169749 30.445539174851234, 114.4157643419378 30.44425583964836, 114.41586367123583 30.44210113462241, 114.41596287369705 30.441410981882193, 114.41620030359582 30.44041192084324, 114.41636057655165 30.43995446731934, 114.41658194516958 30.43944358108414, 114.4168113173333 30.43905667505231, 114.41700963833622 30.438755523230686, 114.41761361391225 30.43800095158896, 114.41790408469205 30.43769429443121, 114.41804932191155 30.437538067895627, 114.41858419664796 30.4370541934631, 114.41893577324996 30.436806595178613, 114.42007467901837 30.436052622562883, 114.42106839378476 30.435399625875498, 114.42246688605303 30.43451828343677, 114.42319321815789 30.434061429464357, 114.4239265870369 30.43362570191022, 114.42461490319593 30.43312875563945, 114.42595252067868 30.43222855194947, 114.42871218288656 30.43046838148211, 114.43033367898406 30.429418059945586, 114.43154938100062 30.428624665551617, 114.43200741703315 30.428322237644096, 114.43344572962005 30.427409109304346, 114.43475282343806 30.42655503290613, 114.4362524679504 30.425565984217727, 114.43711661026357 30.425029702220872, 114.44002306176966 30.423128076381435, 114.44177472440049 30.421998646111806, 114.44642671585052 30.41898746867666, 114.44732131215375 30.418405783534503, 114.4481256732612 30.41787551988856, 114.44937237482792 30.417123094109638)",60.0,0.0
从光谷大道到高新六路,杨桥湖大道,50.0,"LINESTRING (114.43205351525278 30.42836799887006, 114.43227497761217 30.428713566185717, 114.43271891020562 30.429417905133743, 114.43310072038635 30.430013477002184, 114.43336829355161 30.43041431473286, 114.43363586849014 30.430832351349128, 114.43433939460436 30.431943346729447, 114.43487456927095 30.43280233724923, 114.43574651390408 30.434163494049194, 114.43603716927798 30.43462158498298, 114.43669466144927 30.43570586985889, 114.43694723185797 30.436213493039276, 114.437122624299 30.436627604592143, 114.43726794550221 30.437028367350024, 114.43738319111118 30.437459470701093, 114.43745934505749 30.437844815905954, 114.43755853329566 30.438493340851632, 114.43768076767216 30.439271576445766, 114.4378260409628 30.440267302166465, 114.43783404927291 30.440400785177395, 114.43784204571097 30.440671535978357, 114.43783400473129 30.440915664388708, 114.43783400011274 30.440969051849397, 114.43781091037442 30.44134652205444)",50.0,0.0
从光谷一路到光谷二路,东园西路,35.0,"LINESTRING (114.43474527562151 30.432695346652267, 114.434775350944 30.43263820952229, 114.4372764794639 30.431082638057912, 114.43906603454046 30.429943604537577, 114.44026716716341 30.429198295194727, 114.44232467655694 30.42789212188373, 114.443434719445 30.427209761622425, 114.4439702020348 30.42691719809428, 114.44449064964749 30.426683701255058, 114.44576824556047 30.426148541659074, 114.45169072894213 30.423655675904705, 114.45179805797132 30.4236064308695, 114.45190438667295 30.423530389752898, 114.4520117206249 30.42343335585574, 114.45211905727942 30.423309628128656)",30.0,-12.5
从光谷二路到光谷一路,东园西路,35.0,"LINESTRING (114.4522494110515 30.423807618118325, 114.45217218033567 30.423757852080314, 114.45204279090085 30.423713765761573, 114.45195853665835 30.423696377137464, 114.45185121209686 30.423686634486895, 114.45175191059046 30.423695906316894, 114.4517057703412 30.423703399710803, 114.44575219482277 30.426215293646912, 114.44452072820721 30.426733351360205, 114.44400027996606 30.426966847624755, 114.44346479721673 30.427253711817595, 114.44236377702933 30.427936088441214, 114.4403052615253 30.4292441563837, 114.4391041271261 30.42998746439717, 114.43730755188183 30.431126482873534, 114.43480641957755 30.43268595030649, 114.43474527562151 30.432695346652267)",35.0,0.0
光谷二路附近,高新六路,30.0,"LINESTRING (114.45414564936706 30.442415894767617, 114.45409148097941 30.44241576752196, 114.45352573116645 30.44238015198778)",30.0,0.0
从光谷一路到光谷大道,高新六路,40.0,"LINESTRING (114.43772669467668 30.44143225210741, 114.43405590993606 30.441532770949447, 114.43350565092938 30.441478492086265, 114.432848168817 30.44136486953119, 114.43187701816571 30.441168897997372, 114.42719727516575 30.440153371828604, 114.424598313004 30.439585548135806, 114.4186451844901 30.43829946442618, 114.4181714540601 30.43819223243943, 114.41791907033748 30.43812520865182, 114.41765166838276 30.43804107767248, 114.41761361391225 30.43800095158896)",45.0,11.11111111111111
从南湖大道到高新六路,光谷一路,40.0,"LINESTRING (114.4313456063647 30.478657083736714, 114.43131568530681 30.476990390176166, 114.43130769062888 30.47672724912661, 114.43129277032585 30.475430575809416, 114.43127783232198 30.47433794620362, 114.43120076942289 30.473123153781277, 114.43115573323645 30.472408075893494, 114.43117081990933 30.47178646374207, 114.43114786569036 30.47068042167005, 114.43123217863152 30.46918754246696, 114.43126232395562 30.468268429112538, 114.431239415609 30.46663232114085, 114.43131669618833 30.465339573807416, 114.43157645013441 30.46320242071713, 114.43189035087383 30.460786920201265, 114.43204381491039 30.45935122155251, 114.43212704848077 30.458786993179963, 114.43236468804508 30.457511684343437, 114.43247198193644 30.45688630904837, 114.43260933964532 30.456308769155413, 114.43287704214151 30.45514988053135, 114.43314473715708 30.454114862819083, 114.43329812249077 30.45368791354338, 114.433840487745 30.452245343407203, 114.43586770045859 30.446934207465645, 114.43631888390382 30.44576985977204, 114.43635698382532 30.445676447765376, 114.4372292989508 30.443422103117683, 114.43755819460034 30.442408223226142, 114.4376574804437 30.44193361116665, 114.43772669467668 30.44143225210741, 114.43774173927454 30.44134639903461)",40.0,0.0
从光谷三路到光谷二路,高新六路,35.0,"LINESTRING (114.47571125125053 30.442686098125947, 114.4756269397191 30.442725948435044, 114.47516023655442 30.442720821614294, 114.47427200543568 30.442708706512718, 114.46973070787743 30.44272854229647, 114.46887367965181 30.442729996700585, 114.46412721770744 30.442743989828184, 114.46186858545077 30.442751427396075, 114.46083514124714 30.442743090621374, 114.45983985682739 30.442692887571624, 114.4589900752727 30.442654570368802, 114.45716116454784 30.442556584934284, 114.45538552814956 30.442445525249457, 114.45414564936706 30.442415894767617)",40.0,12.5
从Ｇ４２０１武汉绕城高速出入口到００２县道出入口,关豹高速,40.0,"LINESTRING (114.5641723591835 30.462249426069196, 114.56153565239147 30.46290377639381, 114.55795069694175 30.463747154326345, 114.55091621317885 30.46566891932681, 114.55070170459996 30.465725815917565, 114.54931736244696 30.466207540309757, 114.54786476808661 30.46664527213631)",45.0,11.11111111111111
Ｇ４２０１武汉绕城高速出入口附近,关豹高速,75.0,"LINESTRING (114.57231769406835 30.459521870301696, 114.57161476197214 30.45981104860804, 114.56999551849538 30.460444510660235, 114.56839817542017 30.461011097113158, 114.56702305621886 30.461444359695548, 114.56508190019717 30.462029314342082, 114.5641723591835 30.462249426069196)",70.0,-6.25
光谷一路附近,１０１省道,15.0,"LINESTRING (114.43243139158048 30.48576730051415, 114.43252260646805 30.485643578016415, 114.43263787888841 30.485483603807953, 114.43279023360434 30.48534458285294, 114.43292855436687 30.48524372993317, 114.43308894614762 30.484910277657942, 114.43323430558404 30.48456920440313, 114.43346387591346 30.484022324230132, 114.4335931926693 30.483778500062495, 114.43366236150892 30.483658444983547, 114.43378465453696 30.48351568241195, 114.43387687355131 30.483435754166525, 114.43399114447912 30.483348164291797, 114.43417457617136 30.483258888484478, 114.43442717003293 30.48317152728279, 114.43500052692694 30.48299322725466, 114.43528320157988 30.482902225942507, 114.43555084472678 30.482803504508443, 114.43594179237604 30.482630616567125, 114.43614027654405 30.48253758183743, 114.43633174537841 30.482446336078613, 114.43651519543151 30.48236657472096, 114.43667559100952 30.482286774659567, 114.4369813500285 30.482113754965788, 114.4371648092853 30.481988310856774, 114.43737132881384 30.481838015537797, 114.43761594567015 30.48167059408189, 114.4379447790984 30.481444341332292, 114.4381132078116 30.48132827450982, 114.43864155937817 30.480978422795467, 114.43893932461788 30.48080161268882, 114.44018656950313 30.480079315068913, 114.44049237777215 30.479872045799162, 114.44092050926281 30.47965931353337, 114.44101977304224 30.479606016781492, 114.441096979172 30.4795566772702, 114.44115012237783 30.479509091584003, 114.44118120774345 30.47946336337876, 114.4412493945356 30.479370019083927, 114.44130354533212 30.479269050170767, 114.44135669113334 30.479196771614628, 114.44144894122414 30.479109172341218, 114.44150208652498 30.47904639147415, 114.4416093784793 30.478939826799778, 114.44170062887233 30.478829332674042, 114.44189215771232 30.478572372564447, 114.442244135327 30.47807919002026, 114.44245070832623 30.4778259619767, 114.44290999535727 30.47718423798806, 114.44362100818947 30.47615022905671, 114.44370524829608 30.47602453141779, 114.44377444817725 30.475893105413096, 114.44385869292881 30.475719721048176, 114.4439429483486 30.4754262692028, 114.44398106602371 30.47526998784289, 114.44400414179216 30.475123173693117, 114.44401919513349 30.474982141838726, 114.44399614589966 30.47482193841443, 114.44396607898597 30.4746445254804, 114.44378263576924 30.47397673585866, 114.44358317635289 30.47300769529062, 114.44355310796374 30.472853176389822, 114.44353707641514 30.472713981430886, 114.44353709240892 30.472529030647795, 114.44353711021806 30.472323085411514, 114.44355317177391 30.47211527265139, 114.44358327001399 30.471924583348354, 114.44364445744426 30.471680670294646, 114.44376683292877 30.47119084494637, 114.44380595338968 30.471030765700974, 114.44382802971309 30.47084395934726, 114.44383608259386 30.470485470142098, 114.44383612447244 30.470001097893668, 114.443836134862 30.469880929551618, 114.44385920504443 30.469797097913123, 114.44390533871422 30.46970761409797, 114.44407381747615 30.46949820813963, 114.4444258104082 30.469188101106262, 114.4447467269476 30.4688245490414, 114.44502954903793 30.46837694442943, 114.44524417906676 30.46799028619184, 114.44544277302825 30.467523517237716)",25.0,50.0
